,chembl_compound,uniprot_id,drugbankId
6965,CHEMBL.COMPOUND:CHEMBL1201264,UniProtKB:P25021,DB00940
6966,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:P14867,DB01198
6967,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:P47869,DB01198
6968,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:Q16445,DB01198
6969,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:P48169,DB01198
6970,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:P31644,DB01198
6971,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:P18505,DB01198
6972,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:P28472,DB01198
6973,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:P47870,DB01198
6974,CHEMBL.COMPOUND:CHEMBL135400,UniProtKB:P34903,DB01198
6975,CHEMBL.COMPOUND:CHEMBL1429,UniProtKB:P47901,DB00035
6976,CHEMBL.COMPOUND:CHEMBL1429,UniProtKB:P37288,DB00035
6977,CHEMBL.COMPOUND:CHEMBL1429,UniProtKB:P30518,DB00035
6978,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:Q9UGM1,
6979,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:Q13224,
6980,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:Q9GZZ6,
6981,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:Q12879,
6982,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:Q05586,
6983,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:Q14957,
6984,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:O15399,
6985,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:O60391,
6986,CHEMBL.COMPOUND:CHEMBL2106798,UniProtKB:Q8TCU5,
6987,CHEMBL.COMPOUND:CHEMBL1908845,UniProtKB:P00742,DB06406
6988,CHEMBL.COMPOUND:CHEMBL4297187,UniProtKB:P11362,DB14889
6989,CHEMBL.COMPOUND:CHEMBL4297187,UniProtKB:P21802,DB14889
6990,CHEMBL.COMPOUND:CHEMBL4297187,UniProtKB:P22607,DB14889
6991,CHEMBL.COMPOUND:CHEMBL4297187,UniProtKB:P22455,DB14889
6992,CHEMBL.COMPOUND:CHEMBL431,UniProtKB:P12821,DB01348
6993,CHEMBL.COMPOUND:CHEMBL197194,UniProtKB:Q02127,DB05125
6994,CHEMBL.COMPOUND:CHEMBL197194,UniProtKB:Q02127,DB15446
6995,CHEMBL.COMPOUND:CHEMBL3545185,UniProtKB:O14980,DB11942
6996,CHEMBL.COMPOUND:CHEMBL1090479,UniProtKB:Q9UQB9,
6997,CHEMBL.COMPOUND:CHEMBL1090479,UniProtKB:Q96GD4,
6998,CHEMBL.COMPOUND:CHEMBL1115,UniProtKB:P22303,DB00545
6999,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:Q01118,DB09085
7000,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:Q99250,DB09085
7001,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:Q15858,DB09085
7002,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:Q9UI33,DB09085
7003,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:P35498,DB09085
7004,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:Q9UQD0,DB09085
7005,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:Q9NY46,DB09085
7006,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:P35499,DB09085
7007,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:Q9Y5Y9,DB09085
7008,CHEMBL.COMPOUND:CHEMBL698,UniProtKB:Q14524,DB09085
7009,CHEMBL.COMPOUND:CHEMBL232202,UniProtKB:P14679,DB11217
7010,CHEMBL.COMPOUND:CHEMBL94081,UniProtKB:P23219,DB13167
7011,CHEMBL.COMPOUND:CHEMBL4297621,UniProtKB:P41180,
7012,CHEMBL.COMPOUND:CHEMBL3092650,UniProtKB:Q9Y5N1,DB15120
7013,CHEMBL.COMPOUND:CHEMBL439849,UniProtKB:P08908,DB06684
7014,CHEMBL.COMPOUND:CHEMBL439849,UniProtKB:P31645,DB06684
7015,CHEMBL.COMPOUND:CHEMBL3133037,UniProtKB:Q99835,DB12857
7016,CHEMBL.COMPOUND:CHEMBL2106370,UniProtKB:P20648,DB11964
7017,CHEMBL.COMPOUND:CHEMBL2106370,UniProtKB:P51164,DB11964
7018,CHEMBL.COMPOUND:CHEMBL1951575,UniProtKB:Q13258,DB12272
7019,CHEMBL.COMPOUND:CHEMBL1951575,UniProtKB:Q9Y5Y4,DB12272
7020,CHEMBL.COMPOUND:CHEMBL4072833,UniProtKB:Q06187,DB15170
7021,CHEMBL.COMPOUND:CHEMBL4208229,UniProtKB:P11274,DB12597
7022,CHEMBL.COMPOUND:CHEMBL4208229,UniProtKB:P00519,DB12597
7023,CHEMBL.COMPOUND:CHEMBL237500,UniProtKB:P27487,DB08882
7024,CHEMBL.COMPOUND:CHEMBL1200503,UniProtKB:P14416,
7025,CHEMBL.COMPOUND:CHEMBL1200503,UniProtKB:P21917,
7026,CHEMBL.COMPOUND:CHEMBL1200503,UniProtKB:P35462,
7027,CHEMBL.COMPOUND:CHEMBL4650368,UniProtKB:O76083,
7028,CHEMBL.COMPOUND:CHEMBL412309,UniProtKB:P11387,DB12384
7029,CHEMBL.COMPOUND:CHEMBL2218893,UniProtKB:P07550,
7030,CHEMBL.COMPOUND:CHEMBL3084748,UniProtKB:P20309,
7031,CHEMBL.COMPOUND:CHEMBL3084748,UniProtKB:P08172,
7032,CHEMBL.COMPOUND:CHEMBL3989833,UniProtKB:P14416,
7033,CHEMBL.COMPOUND:CHEMBL3989833,UniProtKB:P28335,
7034,CHEMBL.COMPOUND:CHEMBL3989833,UniProtKB:P28223,
7035,CHEMBL.COMPOUND:CHEMBL1201496,UniProtKB:P06213,DB01306
7036,CHEMBL.COMPOUND:CHEMBL1201203,UniProtKB:P11229,DB00245
7037,CHEMBL.COMPOUND:CHEMBL1274,UniProtKB:P10275,DB00665
7038,CHEMBL.COMPOUND:CHEMBL970,UniProtKB:P14867,DB00801
7039,CHEMBL.COMPOUND:CHEMBL970,UniProtKB:P47869,DB00801
7040,CHEMBL.COMPOUND:CHEMBL970,UniProtKB:P31644,DB00801
7041,CHEMBL.COMPOUND:CHEMBL970,UniProtKB:Q99928,DB00801
7042,CHEMBL.COMPOUND:CHEMBL970,UniProtKB:P18507,DB00801
7043,CHEMBL.COMPOUND:CHEMBL970,UniProtKB:Q8N1C3,DB00801
7044,CHEMBL.COMPOUND:CHEMBL970,UniProtKB:P34903,DB00801
7045,CHEMBL.COMPOUND:CHEMBL3989695,UniProtKB:P29274,
7046,CHEMBL.COMPOUND:CHEMBL3989516,UniProtKB:P43405,
7047,CHEMBL.COMPOUND:CHEMBL1721885,UniProtKB:P17948,
7048,CHEMBL.COMPOUND:CHEMBL1721885,UniProtKB:P16234,
7049,CHEMBL.COMPOUND:CHEMBL1721885,UniProtKB:P36888,
7050,CHEMBL.COMPOUND:CHEMBL1721885,UniProtKB:P10721,
7051,CHEMBL.COMPOUND:CHEMBL1721885,UniProtKB:P09619,
7052,CHEMBL.COMPOUND:CHEMBL1721885,UniProtKB:P35916,
7053,CHEMBL.COMPOUND:CHEMBL1721885,UniProtKB:P35968,
7054,CHEMBL.COMPOUND:CHEMBL84158,UniProtKB:P14416,DB13025
7055,CHEMBL.COMPOUND:CHEMBL84158,UniProtKB:P35462,DB13025
7056,CHEMBL.COMPOUND:CHEMBL3544909,UniProtKB:P11473,
7057,CHEMBL.COMPOUND:CHEMBL3544932,UniProtKB:Q96GD4,DB12756
7058,CHEMBL.COMPOUND:CHEMBL1200750,UniProtKB:P35367,
7059,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:P42345,
7060,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:P48736,
7061,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:P42336,
7062,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:Q92569,
7063,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:Q8WYR1,
7064,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:O00459,
7065,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:P42338,
7066,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:P27986,
7067,CHEMBL.COMPOUND:CHEMBL1079593,UniProtKB:O00329,
7068,CHEMBL.COMPOUND:CHEMBL513909,UniProtKB:P53350,DB16107
7069,CHEMBL.COMPOUND:CHEMBL3545350,UniProtKB:Q13224,
7070,CHEMBL.COMPOUND:CHEMBL3545350,UniProtKB:Q05586,
7071,CHEMBL.COMPOUND:CHEMBL169901,UniProtKB:P23975,DB04840
7072,CHEMBL.COMPOUND:CHEMBL350775,UniProtKB:P33527,DB04851
7073,CHEMBL.COMPOUND:CHEMBL350775,UniProtKB:P08183,DB04851
7074,CHEMBL.COMPOUND:CHEMBL902,UniProtKB:P25021,DB00927
7075,CHEMBL.COMPOUND:CHEMBL3608680,UniProtKB:P29371,DB15669
7076,CHEMBL.COMPOUND:CHEMBL303960,UniProtKB:P35408,DB16315
7077,CHEMBL.COMPOUND:CHEMBL1200826,UniProtKB:P49841,DB14509
7078,CHEMBL.COMPOUND:CHEMBL1200826,UniProtKB:P49840,DB14509
7079,CHEMBL.COMPOUND:CHEMBL1200826,UniProtKB:P29218,DB14509
7080,CHEMBL.COMPOUND:CHEMBL2110580,UniProtKB:P11388,
7081,CHEMBL.COMPOUND:CHEMBL2110580,UniProtKB:Q02880,
7082,CHEMBL.COMPOUND:CHEMBL433,UniProtKB:P51649,
7083,CHEMBL.COMPOUND:CHEMBL3219124,UniProtKB:P35557,DB14810
7084,CHEMBL.COMPOUND:CHEMBL198877,UniProtKB:Q92731,DB11674
7085,CHEMBL.COMPOUND:CHEMBL160519,UniProtKB:P07550,
7086,CHEMBL.COMPOUND:CHEMBL3185958,UniProtKB:P03372,
7087,CHEMBL.COMPOUND:CHEMBL1324,UniProtKB:P21964,DB00323
7088,CHEMBL.COMPOUND:CHEMBL218291,UniProtKB:P00491,DB06185
7089,CHEMBL.COMPOUND:CHEMBL4101487,UniProtKB:P13569,DB14894
7090,CHEMBL.COMPOUND:CHEMBL1200618,UniProtKB:P35367,
7091,CHEMBL.COMPOUND:CHEMBL3545097,UniProtKB:P42345,DB11836
7092,CHEMBL.COMPOUND:CHEMBL1200751,UniProtKB:Q06203,
7093,CHEMBL.COMPOUND:CHEMBL1200436,UniProtKB:P10275,DB00621
7094,CHEMBL.COMPOUND:CHEMBL4594348,UniProtKB:Q06187,
7095,CHEMBL.COMPOUND:CHEMBL2105755,UniProtKB:P35372,DB11691
7096,CHEMBL.COMPOUND:CHEMBL17350,UniProtKB:Q13224,
7097,CHEMBL.COMPOUND:CHEMBL17350,UniProtKB:Q05586,
7098,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:Q01118,DB00680
7099,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:Q99250,DB00680
7100,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:Q15858,DB00680
7101,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:Q9UI33,DB00680
7102,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:P35498,DB00680
7103,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:Q9UQD0,DB00680
7104,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:Q9NY46,DB00680
7105,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:P35499,DB00680
7106,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:Q9Y5Y9,DB00680
7107,CHEMBL.COMPOUND:CHEMBL1075,UniProtKB:Q14524,DB00680
7108,CHEMBL.COMPOUND:CHEMBL3989569,UniProtKB:P14324,
7109,CHEMBL.COMPOUND:CHEMBL103667,UniProtKB:Q16539,DB03044
7110,CHEMBL.COMPOUND:CHEMBL4594448,UniProtKB:P00751,DB16200
7111,CHEMBL.COMPOUND:CHEMBL723,UniProtKB:P13945,DB01136
7112,CHEMBL.COMPOUND:CHEMBL723,UniProtKB:P25100,DB01136
7113,CHEMBL.COMPOUND:CHEMBL723,UniProtKB:P35348,DB01136
7114,CHEMBL.COMPOUND:CHEMBL723,UniProtKB:P35368,DB01136
7115,CHEMBL.COMPOUND:CHEMBL723,UniProtKB:P07550,DB01136
7116,CHEMBL.COMPOUND:CHEMBL723,UniProtKB:P08588,DB01136
7117,CHEMBL.COMPOUND:CHEMBL2107457,UniProtKB:P14416,DB04924
7118,CHEMBL.COMPOUND:CHEMBL2107457,UniProtKB:P22303,DB04924
7119,CHEMBL.COMPOUND:CHEMBL2107819,UniProtKB:P29466,DB05507
7120,CHEMBL.COMPOUND:CHEMBL1201616,UniProtKB:P47872,
7121,CHEMBL.COMPOUND:CHEMBL1094636,UniProtKB:P09874,DB11793
7122,CHEMBL.COMPOUND:CHEMBL1094636,UniProtKB:Q9UGN5,DB11793
7123,CHEMBL.COMPOUND:CHEMBL1200895,UniProtKB:P21397,
7124,CHEMBL.COMPOUND:CHEMBL1200895,UniProtKB:P27338,
7125,CHEMBL.COMPOUND:CHEMBL189171,UniProtKB:P35354,DB13783
7126,CHEMBL.COMPOUND:CHEMBL189171,UniProtKB:P23219,DB13783
7127,CHEMBL.COMPOUND:CHEMBL1425,UniProtKB:Q06203,DB01033
7128,CHEMBL.COMPOUND:CHEMBL1237122,UniProtKB:P43088,
7129,CHEMBL.COMPOUND:CHEMBL3833342,UniProtKB:Q16637,
7130,CHEMBL.COMPOUND:CHEMBL4298128,UniProtKB:P13569,DB15444
7131,CHEMBL.COMPOUND:CHEMBL1200666,UniProtKB:P11473,DB02300
7132,CHEMBL.COMPOUND:CHEMBL1705,UniProtKB:P08913,
7133,CHEMBL.COMPOUND:CHEMBL1705,UniProtKB:P18089,
7134,CHEMBL.COMPOUND:CHEMBL1705,UniProtKB:P18825,
7135,CHEMBL.COMPOUND:CHEMBL4298139,UniProtKB:Q01959,
7136,CHEMBL.COMPOUND:CHEMBL4298139,UniProtKB:P23975,
7137,CHEMBL.COMPOUND:CHEMBL635,UniProtKB:P04150,DB00635
7138,CHEMBL.COMPOUND:CHEMBL3137308,UniProtKB:O60674,
7139,CHEMBL.COMPOUND:CHEMBL3137308,UniProtKB:P23458,
7140,CHEMBL.COMPOUND:CHEMBL3137308,UniProtKB:P29597,
7141,CHEMBL.COMPOUND:CHEMBL3137308,UniProtKB:P52333,
7142,CHEMBL.COMPOUND:CHEMBL17860,UniProtKB:P08913,DB04948
7143,CHEMBL.COMPOUND:CHEMBL17860,UniProtKB:P18089,DB04948
7144,CHEMBL.COMPOUND:CHEMBL17860,UniProtKB:P18825,DB04948
7145,CHEMBL.COMPOUND:CHEMBL3991065,UniProtKB:Q16602,DB16098
7146,CHEMBL.COMPOUND:CHEMBL2103738,UniProtKB:P49841,
7147,CHEMBL.COMPOUND:CHEMBL2103738,UniProtKB:P49840,
7148,CHEMBL.COMPOUND:CHEMBL2103738,UniProtKB:P29218,
7149,CHEMBL.COMPOUND:CHEMBL1751,UniProtKB:Q13733,DB00390
7150,CHEMBL.COMPOUND:CHEMBL1751,UniProtKB:P05023,DB00390
7151,CHEMBL.COMPOUND:CHEMBL1751,UniProtKB:P13637,DB00390
7152,CHEMBL.COMPOUND:CHEMBL1751,UniProtKB:P50993,DB00390
7153,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:Q01118,DB09009
7154,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:Q99250,DB09009
7155,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:Q15858,DB09009
7156,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:Q9UI33,DB09009
7157,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:P35498,DB09009
7158,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:Q9UQD0,DB09009
7159,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:Q9NY46,DB09009
7160,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:P35499,DB09009
7161,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:Q9Y5Y9,DB09009
7162,CHEMBL.COMPOUND:CHEMBL1093,UniProtKB:Q14524,DB09009
7163,CHEMBL.COMPOUND:CHEMBL2107360,UniProtKB:P14416,
7164,CHEMBL.COMPOUND:CHEMBL2107360,UniProtKB:P28223,
7165,CHEMBL.COMPOUND:CHEMBL3187365,UniProtKB:P14416,
7166,CHEMBL.COMPOUND:CHEMBL3187365,UniProtKB:P28223,
7167,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:Q3ZCM7,
7168,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:Q9BVA1,
7169,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:P04350,
7170,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:Q13885,
7171,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:P68371,
7172,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:P07437,
7173,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:Q9H4B7,
7174,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:Q13509,
7175,CHEMBL.COMPOUND:CHEMBL3545252,UniProtKB:Q9BUF5,
7176,CHEMBL.COMPOUND:CHEMBL451930,UniProtKB:Q05639,DB04977
7177,CHEMBL.COMPOUND:CHEMBL15870,UniProtKB:P35354,DB08951
7178,CHEMBL.COMPOUND:CHEMBL15870,UniProtKB:P23219,DB08951
7179,CHEMBL.COMPOUND:CHEMBL188462,UniProtKB:P43681,DB16205
7180,CHEMBL.COMPOUND:CHEMBL188462,UniProtKB:P17787,DB16205
7181,CHEMBL.COMPOUND:CHEMBL954,UniProtKB:P03372,DB06735
7182,CHEMBL.COMPOUND:CHEMBL95889,UniProtKB:Q93088,DB04455
7183,CHEMBL.COMPOUND:CHEMBL95889,UniProtKB:Q9H2M3,DB04455
7184,CHEMBL.COMPOUND:CHEMBL1079742,UniProtKB:P00533,
7185,CHEMBL.COMPOUND:CHEMBL1095292,UniProtKB:P23975,
7186,CHEMBL.COMPOUND:CHEMBL859,UniProtKB:P47989,DB05262
7187,CHEMBL.COMPOUND:CHEMBL345237,UniProtKB:P08908,DB12361
7188,CHEMBL.COMPOUND:CHEMBL2103837,UniProtKB:P02766,DB11644
7189,CHEMBL.COMPOUND:CHEMBL997,UniProtKB:P14324,DB00710
7190,CHEMBL.COMPOUND:CHEMBL278819,UniProtKB:P14416,DB00805
7191,CHEMBL.COMPOUND:CHEMBL278819,UniProtKB:P21397,DB00805
7192,CHEMBL.COMPOUND:CHEMBL278819,UniProtKB:P41595,DB00805
7193,CHEMBL.COMPOUND:CHEMBL278819,UniProtKB:P11229,DB00805
7194,CHEMBL.COMPOUND:CHEMBL278819,UniProtKB:P21728,DB00805
7195,CHEMBL.COMPOUND:CHEMBL278819,UniProtKB:P28335,DB00805
7196,CHEMBL.COMPOUND:CHEMBL278819,UniProtKB:P22303,DB00805
7197,CHEMBL.COMPOUND:CHEMBL278819,UniProtKB:P28223,DB00805
7198,CHEMBL.COMPOUND:CHEMBL2103815,UniProtKB:P32297,
7199,CHEMBL.COMPOUND:CHEMBL2103815,UniProtKB:P30926,
7200,CHEMBL.COMPOUND:CHEMBL328190,UniProtKB:Q92731,DB06202
7201,CHEMBL.COMPOUND:CHEMBL328190,UniProtKB:P03372,DB06202
7202,CHEMBL.COMPOUND:CHEMBL3301624,UniProtKB:P32245,DB11700
7203,CHEMBL.COMPOUND:CHEMBL2105395,UniProtKB:Q92731,DB04938
7204,CHEMBL.COMPOUND:CHEMBL2105395,UniProtKB:P03372,DB04938
7205,CHEMBL.COMPOUND:CHEMBL2336071,UniProtKB:P21453,DB12371
7206,CHEMBL.COMPOUND:CHEMBL1201119,UniProtKB:P10827,
7207,CHEMBL.COMPOUND:CHEMBL1201119,UniProtKB:P10828,
7208,CHEMBL.COMPOUND:CHEMBL1723,UniProtKB:P25100,
7209,CHEMBL.COMPOUND:CHEMBL1723,UniProtKB:P35348,
7210,CHEMBL.COMPOUND:CHEMBL1723,UniProtKB:P35368,
7211,CHEMBL.COMPOUND:CHEMBL77305,UniProtKB:P11387,DB06159
7212,CHEMBL.COMPOUND:CHEMBL4594248,UniProtKB:P30988,
7213,CHEMBL.COMPOUND:CHEMBL4297190,UniProtKB:P11362,
7214,CHEMBL.COMPOUND:CHEMBL4297190,UniProtKB:P17948,
7215,CHEMBL.COMPOUND:CHEMBL4297190,UniProtKB:P35916,
7216,CHEMBL.COMPOUND:CHEMBL4297190,UniProtKB:P35968,
7217,CHEMBL.COMPOUND:CHEMBL253371,UniProtKB:P08908,DB01616
7218,CHEMBL.COMPOUND:CHEMBL253371,UniProtKB:P41235,DB01616
7219,CHEMBL.COMPOUND:CHEMBL4297404,UniProtKB:Q07869,DB12055
7220,CHEMBL.COMPOUND:CHEMBL4297404,UniProtKB:P37231,DB12055
7221,CHEMBL.COMPOUND:CHEMBL12,UniProtKB:P14867,DB00829
7222,CHEMBL.COMPOUND:CHEMBL12,UniProtKB:P47869,DB00829
7223,CHEMBL.COMPOUND:CHEMBL12,UniProtKB:P31644,DB00829
7224,CHEMBL.COMPOUND:CHEMBL12,UniProtKB:Q99928,DB00829
7225,CHEMBL.COMPOUND:CHEMBL12,UniProtKB:P18507,DB00829
7226,CHEMBL.COMPOUND:CHEMBL12,UniProtKB:Q8N1C3,DB00829
7227,CHEMBL.COMPOUND:CHEMBL12,UniProtKB:P34903,DB00829
7228,CHEMBL.COMPOUND:CHEMBL766,UniProtKB:P16444,DB01597
7229,CHEMBL.COMPOUND:CHEMBL2442750,UniProtKB:Q9Y5Y4,DB11658
7230,CHEMBL.COMPOUND:CHEMBL1755,UniProtKB:P37288,DB00872
7231,CHEMBL.COMPOUND:CHEMBL1755,UniProtKB:P30518,DB00872
7232,CHEMBL.COMPOUND:CHEMBL4594350,UniProtKB:P01116,DB15568
7233,CHEMBL.COMPOUND:CHEMBL3989510,UniProtKB:Q99720,
7234,CHEMBL.COMPOUND:CHEMBL2105711,UniProtKB:P31639,
7235,CHEMBL.COMPOUND:CHEMBL612,UniProtKB:Q01959,DB01576
7236,CHEMBL.COMPOUND:CHEMBL612,UniProtKB:P23975,DB01576
7237,CHEMBL.COMPOUND:CHEMBL612,UniProtKB:Q05940,DB01576
7238,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:P50613,
7239,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:P06493,
7240,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q00526,
7241,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:P50750,
7242,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q9BWU1,
7243,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q96Q40,
7244,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q00534,
7245,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:P11802,
7246,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q00535,
7247,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q00536,
7248,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q15131,
7249,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:P21127,
7250,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q14004,
7251,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q8IZL9,
7252,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q00537,
7253,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:P24941,
7254,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q07002,
7255,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:Q9NYV4,
7256,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:O94921,
7257,CHEMBL.COMPOUND:CHEMBL488436,UniProtKB:P49336,
7258,CHEMBL.COMPOUND:CHEMBL2028850,UniProtKB:P30411,DB06196
7259,CHEMBL.COMPOUND:CHEMBL1201177,UniProtKB:P07550,
7260,CHEMBL.COMPOUND:CHEMBL1201177,UniProtKB:P08588,
7261,CHEMBL.COMPOUND:CHEMBL521686,UniProtKB:Q9Y6F1,DB09074
7262,CHEMBL.COMPOUND:CHEMBL521686,UniProtKB:P09874,DB09074
7263,CHEMBL.COMPOUND:CHEMBL521686,UniProtKB:Q9UGN5,DB09074
7264,CHEMBL.COMPOUND:CHEMBL648,UniProtKB:P35367,DB01176
7265,CHEMBL.COMPOUND:CHEMBL596,UniProtKB:P35372,DB00813
7266,CHEMBL.COMPOUND:CHEMBL3989820,UniProtKB:P18507,
7267,CHEMBL.COMPOUND:CHEMBL3989820,UniProtKB:P18505,
7268,CHEMBL.COMPOUND:CHEMBL17976,UniProtKB:Q8NER1,DB06515
7269,CHEMBL.COMPOUND:CHEMBL5095028,UniProtKB:Q8IW41,
7270,CHEMBL.COMPOUND:CHEMBL3707374,UniProtKB:P21453,
7271,CHEMBL.COMPOUND:CHEMBL3707374,UniProtKB:Q99500,
7272,CHEMBL.COMPOUND:CHEMBL3707374,UniProtKB:Q9H228,
7273,CHEMBL.COMPOUND:CHEMBL3707374,UniProtKB:O95136,
7274,CHEMBL.COMPOUND:CHEMBL3707374,UniProtKB:O95977,
7275,CHEMBL.COMPOUND:CHEMBL3989947,UniProtKB:O00763,DB12642
7276,CHEMBL.COMPOUND:CHEMBL3989947,UniProtKB:Q13085,DB12642
7277,CHEMBL.COMPOUND:CHEMBL2105732,UniProtKB:P23975,
7278,CHEMBL.COMPOUND:CHEMBL2105732,UniProtKB:P31645,
7279,CHEMBL.COMPOUND:CHEMBL2181927,UniProtKB:P08235,DB16165
7280,CHEMBL.COMPOUND:CHEMBL4650313,UniProtKB:Q9UQD0,
7281,CHEMBL.COMPOUND:CHEMBL2105667,UniProtKB:P25103,DB12427
7282,CHEMBL.COMPOUND:CHEMBL3989698,UniProtKB:P21397,
7283,CHEMBL.COMPOUND:CHEMBL3989698,UniProtKB:P27338,
7284,CHEMBL.COMPOUND:CHEMBL2110774,UniProtKB:P35367,DB09007
7285,CHEMBL.COMPOUND:CHEMBL1200638,UniProtKB:P35367,
7286,CHEMBL.COMPOUND:CHEMBL502,UniProtKB:P22303,DB00843
7287,CHEMBL.COMPOUND:CHEMBL13,UniProtKB:P08588,DB00264
7288,CHEMBL.COMPOUND:CHEMBL1112,UniProtKB:P14416,DB01238
7289,CHEMBL.COMPOUND:CHEMBL1112,UniProtKB:P08908,DB01238
7290,CHEMBL.COMPOUND:CHEMBL1112,UniProtKB:P28223,DB01238
7291,CHEMBL.COMPOUND:CHEMBL1528134,UniProtKB:P35354,
7292,CHEMBL.COMPOUND:CHEMBL1528134,UniProtKB:P23219,
7293,CHEMBL.COMPOUND:CHEMBL866,UniProtKB:P12268,DB01024
7294,CHEMBL.COMPOUND:CHEMBL866,UniProtKB:P20839,DB01024
7295,CHEMBL.COMPOUND:CHEMBL3545311,UniProtKB:Q9UM73,DB12267
7296,CHEMBL.COMPOUND:CHEMBL3545311,UniProtKB:P00533,DB12267
7297,CHEMBL.COMPOUND:CHEMBL3545125,UniProtKB:P54289,DB11825
7298,CHEMBL.COMPOUND:CHEMBL3545125,UniProtKB:Q9NY47,DB11825
7299,CHEMBL.COMPOUND:CHEMBL675,UniProtKB:P14324,
7300,CHEMBL.COMPOUND:CHEMBL1200329,UniProtKB:P08913,
7301,CHEMBL.COMPOUND:CHEMBL1200329,UniProtKB:P18089,
7302,CHEMBL.COMPOUND:CHEMBL1200329,UniProtKB:P18825,
