,chembl_compound,uniprot_id,drugbankId
0,CHEMBL.COMPOUND:CHEMBL1200682,UniProtKB:Q9UBS5,DB09072
1,CHEMBL.COMPOUND:CHEMBL1200682,UniProtKB:O75899,DB09072
2,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:P42345,
3,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:P48736,
4,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:P42336,
5,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:Q92569,
6,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:Q8WYR1,
7,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:O00459,
8,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:P42338,
9,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:P27986,
10,CHEMBL.COMPOUND:CHEMBL3545096,UniProtKB:O00329,
11,CHEMBL.COMPOUND:CHEMBL1364144,UniProtKB:P04150,
12,CHEMBL.COMPOUND:CHEMBL895,UniProtKB:P41143,DB00844
13,CHEMBL.COMPOUND:CHEMBL895,UniProtKB:P41145,DB00844
14,CHEMBL.COMPOUND:CHEMBL895,UniProtKB:P35372,DB00844
15,CHEMBL.COMPOUND:CHEMBL485629,UniProtKB:P27815,DB13029
16,CHEMBL.COMPOUND:CHEMBL485629,UniProtKB:Q08493,DB13029
17,CHEMBL.COMPOUND:CHEMBL485629,UniProtKB:Q07343,DB13029
18,CHEMBL.COMPOUND:CHEMBL485629,UniProtKB:Q08499,DB13029
19,CHEMBL.COMPOUND:CHEMBL1201184,UniProtKB:P35346,
20,CHEMBL.COMPOUND:CHEMBL1201184,UniProtKB:P30874,
21,CHEMBL.COMPOUND:CHEMBL1123,UniProtKB:P20309,DB00804
22,CHEMBL.COMPOUND:CHEMBL1123,UniProtKB:P11229,DB00804
23,CHEMBL.COMPOUND:CHEMBL1029,UniProtKB:Q16739,DB00419
24,CHEMBL.COMPOUND:CHEMBL2448612,UniProtKB:P25100,
25,CHEMBL.COMPOUND:CHEMBL2448612,UniProtKB:P35348,
26,CHEMBL.COMPOUND:CHEMBL2448612,UniProtKB:P08913,
27,CHEMBL.COMPOUND:CHEMBL2448612,UniProtKB:P35368,
28,CHEMBL.COMPOUND:CHEMBL2448612,UniProtKB:P28221,
29,CHEMBL.COMPOUND:CHEMBL2448612,UniProtKB:P18089,
30,CHEMBL.COMPOUND:CHEMBL2448612,UniProtKB:P18825,
31,CHEMBL.COMPOUND:CHEMBL189,UniProtKB:Q14432,DB00235
32,CHEMBL.COMPOUND:CHEMBL1096979,UniProtKB:P20711,DB12783
33,CHEMBL.COMPOUND:CHEMBL3989932,UniProtKB:P30556,
34,CHEMBL.COMPOUND:CHEMBL1201129,UniProtKB:P26358,DB01262
35,CHEMBL.COMPOUND:CHEMBL1201129,UniProtKB:Q9Y6K1,DB01262
36,CHEMBL.COMPOUND:CHEMBL830,UniProtKB:P11926,DB06243
37,CHEMBL.COMPOUND:CHEMBL2403108,UniProtKB:Q9HC35,DB09063
38,CHEMBL.COMPOUND:CHEMBL2403108,UniProtKB:Q9UM73,DB09063
39,CHEMBL.COMPOUND:CHEMBL2403108,UniProtKB:P06748,DB09063
40,CHEMBL.COMPOUND:CHEMBL3545010,UniProtKB:P14416,
41,CHEMBL.COMPOUND:CHEMBL3644587,UniProtKB:O95271,DB16063
42,CHEMBL.COMPOUND:CHEMBL3644587,UniProtKB:P09874,DB16063
43,CHEMBL.COMPOUND:CHEMBL3644587,UniProtKB:Q9H2K2,DB16063
44,CHEMBL.COMPOUND:CHEMBL3644587,UniProtKB:Q9UGN5,DB16063
45,CHEMBL.COMPOUND:CHEMBL2105721,UniProtKB:P55211,DB12720
46,CHEMBL.COMPOUND:CHEMBL2105721,UniProtKB:P29466,DB12720
47,CHEMBL.COMPOUND:CHEMBL2105721,UniProtKB:Q14790,DB12720
48,CHEMBL.COMPOUND:CHEMBL525610,UniProtKB:Q03431,DB06285
49,CHEMBL.COMPOUND:CHEMBL4297613,UniProtKB:Q96RI1,DB15168
50,CHEMBL.COMPOUND:CHEMBL1059,UniProtKB:P54289,DB00230
51,CHEMBL.COMPOUND:CHEMBL508102,UniProtKB:P07202,DB00389
52,CHEMBL.COMPOUND:CHEMBL3545186,UniProtKB:Q03181,DB16169
53,CHEMBL.COMPOUND:CHEMBL1034,UniProtKB:P35354,
54,CHEMBL.COMPOUND:CHEMBL1034,UniProtKB:P23219,
55,CHEMBL.COMPOUND:CHEMBL1201540,UniProtKB:P06213,
56,CHEMBL.COMPOUND:CHEMBL1186579,UniProtKB:P35372,DB06800
57,CHEMBL.COMPOUND:CHEMBL708,UniProtKB:P14416,DB00246
58,CHEMBL.COMPOUND:CHEMBL708,UniProtKB:P28335,DB00246
59,CHEMBL.COMPOUND:CHEMBL708,UniProtKB:P28223,DB00246
60,CHEMBL.COMPOUND:CHEMBL79261,UniProtKB:P08908,DB16040
61,CHEMBL.COMPOUND:CHEMBL578390,UniProtKB:P27695,
62,CHEMBL.COMPOUND:CHEMBL505,UniProtKB:P35367,DB01114
63,CHEMBL.COMPOUND:CHEMBL2105646,UniProtKB:P32297,DB05645
64,CHEMBL.COMPOUND:CHEMBL2105646,UniProtKB:P30926,DB05645
65,CHEMBL.COMPOUND:CHEMBL2110824,UniProtKB:P30968,
66,CHEMBL.COMPOUND:CHEMBL2105675,UniProtKB:P02766,
67,CHEMBL.COMPOUND:CHEMBL3697617,UniProtKB:P21918,DB14899
68,CHEMBL.COMPOUND:CHEMBL3697617,UniProtKB:P21728,DB14899
69,CHEMBL.COMPOUND:CHEMBL3301626,UniProtKB:P41594,DB11833
70,CHEMBL.COMPOUND:CHEMBL1269025,UniProtKB:P00742,DB09075
71,CHEMBL.COMPOUND:CHEMBL75133,UniProtKB:P28702,DB11806
72,CHEMBL.COMPOUND:CHEMBL75133,UniProtKB:P48443,DB11806
73,CHEMBL.COMPOUND:CHEMBL75133,UniProtKB:P19793,DB11806
74,CHEMBL.COMPOUND:CHEMBL3586573,UniProtKB:P42345,DB12740
75,CHEMBL.COMPOUND:CHEMBL117785,UniProtKB:Q05940,DB04844
76,CHEMBL.COMPOUND:CHEMBL361812,UniProtKB:Q9Y5Y4,DB13036
77,CHEMBL.COMPOUND:CHEMBL361812,UniProtKB:P21731,DB13036
78,CHEMBL.COMPOUND:CHEMBL1201759,UniProtKB:P35367,
79,CHEMBL.COMPOUND:CHEMBL3545396,UniProtKB:P04626,DB11665
80,CHEMBL.COMPOUND:CHEMBL3545396,UniProtKB:P17948,DB11665
81,CHEMBL.COMPOUND:CHEMBL3545396,UniProtKB:P00533,DB11665
82,CHEMBL.COMPOUND:CHEMBL3545396,UniProtKB:P35916,DB11665
83,CHEMBL.COMPOUND:CHEMBL3545396,UniProtKB:Q15303,DB11665
84,CHEMBL.COMPOUND:CHEMBL3545396,UniProtKB:P35968,DB11665
85,CHEMBL.COMPOUND:CHEMBL2103846,UniProtKB:P06401,DB08867
86,CHEMBL.COMPOUND:CHEMBL1201010,UniProtKB:P08235,
87,CHEMBL.COMPOUND:CHEMBL4297622,UniProtKB:P34981,
88,CHEMBL.COMPOUND:CHEMBL2107869,UniProtKB:P06213,DB09564
89,CHEMBL.COMPOUND:CHEMBL1054,UniProtKB:P55017,DB01021
90,CHEMBL.COMPOUND:CHEMBL4069704,UniProtKB:P17752,
91,CHEMBL.COMPOUND:CHEMBL524004,UniProtKB:P20309,DB04843
92,CHEMBL.COMPOUND:CHEMBL524004,UniProtKB:P11229,DB04843
93,CHEMBL.COMPOUND:CHEMBL521,UniProtKB:P35354,DB01050
94,CHEMBL.COMPOUND:CHEMBL521,UniProtKB:P23219,DB01050
95,CHEMBL.COMPOUND:CHEMBL4303525,UniProtKB:Q16236,DB12513
96,CHEMBL.COMPOUND:CHEMBL1200377,UniProtKB:Q01959,
97,CHEMBL.COMPOUND:CHEMBL1200377,UniProtKB:P23975,
98,CHEMBL.COMPOUND:CHEMBL4594351,UniProtKB:P11229,
99,CHEMBL.COMPOUND:CHEMBL1237102,UniProtKB:P35367,
100,CHEMBL.COMPOUND:CHEMBL652,UniProtKB:Q14524,DB01195
101,CHEMBL.COMPOUND:CHEMBL3646221,UniProtKB:Q96KS0,DB12255
102,CHEMBL.COMPOUND:CHEMBL3646221,UniProtKB:Q9H6Z9,DB12255
103,CHEMBL.COMPOUND:CHEMBL3646221,UniProtKB:Q9GZT9,DB12255
104,CHEMBL.COMPOUND:CHEMBL3306918,UniProtKB:Q13639,DB05596
105,CHEMBL.COMPOUND:CHEMBL3264002,UniProtKB:P36507,DB15254
106,CHEMBL.COMPOUND:CHEMBL3264002,UniProtKB:Q02750,DB15254
107,CHEMBL.COMPOUND:CHEMBL190083,UniProtKB:P49810,DB05289
108,CHEMBL.COMPOUND:CHEMBL190083,UniProtKB:Q9NZ42,DB05289
109,CHEMBL.COMPOUND:CHEMBL190083,UniProtKB:Q96BI3,DB05289
110,CHEMBL.COMPOUND:CHEMBL190083,UniProtKB:P49768,DB05289
111,CHEMBL.COMPOUND:CHEMBL190083,UniProtKB:Q92542,DB05289
112,CHEMBL.COMPOUND:CHEMBL190083,UniProtKB:Q8WW43,DB05289
113,CHEMBL.COMPOUND:CHEMBL72,UniProtKB:P23975,DB01151
114,CHEMBL.COMPOUND:CHEMBL1256818,UniProtKB:Q12879,
115,CHEMBL.COMPOUND:CHEMBL1256818,UniProtKB:Q99720,
116,CHEMBL.COMPOUND:CHEMBL395091,UniProtKB:Q13224,DB11823
117,CHEMBL.COMPOUND:CHEMBL395091,UniProtKB:Q12879,DB11823
118,CHEMBL.COMPOUND:CHEMBL395091,UniProtKB:Q05586,DB11823
119,CHEMBL.COMPOUND:CHEMBL395091,UniProtKB:Q14957,DB11823
120,CHEMBL.COMPOUND:CHEMBL395091,UniProtKB:O15399,DB11823
121,CHEMBL.COMPOUND:CHEMBL395091,UniProtKB:O60391,DB11823
122,CHEMBL.COMPOUND:CHEMBL395091,UniProtKB:Q8TCU5,DB11823
123,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:Q01118,DB00721
124,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:Q99250,DB00721
125,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:Q15858,DB00721
126,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:Q9UI33,DB00721
127,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:P35498,DB00721
128,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:Q9UQD0,DB00721
129,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:Q9NY46,DB00721
130,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:P35499,DB00721
131,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:Q9Y5Y9,DB00721
132,CHEMBL.COMPOUND:CHEMBL569,UniProtKB:Q14524,DB00721
133,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:Q01118,DB00564
134,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:Q99250,DB00564
135,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:Q15858,DB00564
136,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:Q9UI33,DB00564
137,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:P35498,DB00564
138,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:Q9UQD0,DB00564
139,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:Q9NY46,DB00564
140,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:P35499,DB00564
141,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:Q9Y5Y9,DB00564
142,CHEMBL.COMPOUND:CHEMBL108,UniProtKB:Q14524,DB00564
143,CHEMBL.COMPOUND:CHEMBL1493,UniProtKB:P27815,DB01148
144,CHEMBL.COMPOUND:CHEMBL1493,UniProtKB:O95263,DB01148
145,CHEMBL.COMPOUND:CHEMBL1493,UniProtKB:Q9NP56,DB01148
146,CHEMBL.COMPOUND:CHEMBL1493,UniProtKB:Q08493,DB01148
147,CHEMBL.COMPOUND:CHEMBL1493,UniProtKB:Q13946,DB01148
148,CHEMBL.COMPOUND:CHEMBL1493,UniProtKB:Q07343,DB01148
149,CHEMBL.COMPOUND:CHEMBL1493,UniProtKB:O60658,DB01148
150,CHEMBL.COMPOUND:CHEMBL1493,UniProtKB:Q08499,DB01148
151,CHEMBL.COMPOUND:CHEMBL1002,UniProtKB:P07550,DB13139
152,CHEMBL.COMPOUND:CHEMBL603469,UniProtKB:P07949,
153,CHEMBL.COMPOUND:CHEMBL603469,UniProtKB:O60674,
154,CHEMBL.COMPOUND:CHEMBL603469,UniProtKB:P36888,
155,CHEMBL.COMPOUND:CHEMBL603469,UniProtKB:Q16620,
156,CHEMBL.COMPOUND:CHEMBL603469,UniProtKB:Q16288,
157,CHEMBL.COMPOUND:CHEMBL603469,UniProtKB:P04629,
158,CHEMBL.COMPOUND:CHEMBL3989871,UniProtKB:P21730,DB15011
159,CHEMBL.COMPOUND:CHEMBL457,UniProtKB:Q07869,DB01241
160,CHEMBL.COMPOUND:CHEMBL1201108,UniProtKB:P37288,
161,CHEMBL.COMPOUND:CHEMBL1201108,UniProtKB:P30518,
162,CHEMBL.COMPOUND:CHEMBL762,UniProtKB:P25100,DB00935
163,CHEMBL.COMPOUND:CHEMBL762,UniProtKB:P35348,DB00935
164,CHEMBL.COMPOUND:CHEMBL762,UniProtKB:P08913,DB00935
165,CHEMBL.COMPOUND:CHEMBL762,UniProtKB:P35368,DB00935
166,CHEMBL.COMPOUND:CHEMBL762,UniProtKB:P18089,DB00935
167,CHEMBL.COMPOUND:CHEMBL762,UniProtKB:P18825,DB00935
168,CHEMBL.COMPOUND:CHEMBL440498,UniProtKB:P50281,DB08490
169,CHEMBL.COMPOUND:CHEMBL440498,UniProtKB:P39900,DB08490
170,CHEMBL.COMPOUND:CHEMBL440498,UniProtKB:P08254,DB08490
171,CHEMBL.COMPOUND:CHEMBL440498,UniProtKB:P22894,DB08490
172,CHEMBL.COMPOUND:CHEMBL440498,UniProtKB:P08253,DB08490
173,CHEMBL.COMPOUND:CHEMBL440498,UniProtKB:P45452,DB08490
174,CHEMBL.COMPOUND:CHEMBL440498,UniProtKB:P14780,DB08490
175,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P11362,DB09079
176,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P17948,DB09079
177,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P21802,DB09079
178,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P16234,DB09079
179,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P22607,DB09079
180,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P09619,DB09079
181,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P35916,DB09079
182,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P22455,DB09079
183,CHEMBL.COMPOUND:CHEMBL502835,UniProtKB:P35968,DB09079
184,CHEMBL.COMPOUND:CHEMBL363392,UniProtKB:Q12908,DB16226
185,CHEMBL.COMPOUND:CHEMBL2103792,UniProtKB:Q9NR96,
186,CHEMBL.COMPOUND:CHEMBL960,UniProtKB:Q02127,DB01097
187,CHEMBL.COMPOUND:CHEMBL559478,UniProtKB:P36544,
188,CHEMBL.COMPOUND:CHEMBL3039598,UniProtKB:P12821,DB00492
189,CHEMBL.COMPOUND:CHEMBL1441059,UniProtKB:P07550,
190,CHEMBL.COMPOUND:CHEMBL3301612,UniProtKB:P15056,DB11718
191,CHEMBL.COMPOUND:CHEMBL1000,UniProtKB:P35367,DB00341
192,CHEMBL.COMPOUND:CHEMBL431770,UniProtKB:P29274,DB11757
193,CHEMBL.COMPOUND:CHEMBL1200335,UniProtKB:P10275,DB13944
194,CHEMBL.COMPOUND:CHEMBL1117,UniProtKB:P11388,DB01177
195,CHEMBL.COMPOUND:CHEMBL2220442,UniProtKB:P04035,
196,CHEMBL.COMPOUND:CHEMBL1201731,UniProtKB:P07550,
197,CHEMBL.COMPOUND:CHEMBL1201731,UniProtKB:P08588,
198,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:Q01118,
199,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:Q99250,
200,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:Q15858,
201,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:Q9UI33,
202,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:P35498,
203,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:Q9UQD0,
204,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:Q9NY46,
205,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:P35499,
206,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:Q9Y5Y9,
207,CHEMBL.COMPOUND:CHEMBL1889140,UniProtKB:Q14524,
208,CHEMBL.COMPOUND:CHEMBL232943,UniProtKB:P46663,DB12563
209,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:Q3ZCM7,DB01248
210,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:Q9BVA1,DB01248
211,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:P04350,DB01248
212,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:Q13885,DB01248
213,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:P68371,DB01248
214,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:P07437,DB01248
215,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:Q9H4B7,DB01248
216,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:Q13509,DB01248
217,CHEMBL.COMPOUND:CHEMBL92,UniProtKB:Q9BUF5,DB01248
218,CHEMBL.COMPOUND:CHEMBL1144,UniProtKB:P04035,DB00175
219,CHEMBL.COMPOUND:CHEMBL1624,UniProtKB:P10827,DB00451
220,CHEMBL.COMPOUND:CHEMBL1624,UniProtKB:P10828,DB00451
221,CHEMBL.COMPOUND:CHEMBL1201666,UniProtKB:P00734,DB00001
222,CHEMBL.COMPOUND:CHEMBL1201356,UniProtKB:P41595,DB00353
223,CHEMBL.COMPOUND:CHEMBL1201356,UniProtKB:P21728,DB00353
224,CHEMBL.COMPOUND:CHEMBL2105738,UniProtKB:P05093,DB12415
225,CHEMBL.COMPOUND:CHEMBL2105738,UniProtKB:P10275,DB12415
226,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:Q01118,
227,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:Q99250,
228,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:Q15858,
229,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:Q9UI33,
230,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:P35498,
231,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:Q9UQD0,
232,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:Q9NY46,
233,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:P35499,
234,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:Q9Y5Y9,
235,CHEMBL.COMPOUND:CHEMBL1200841,UniProtKB:Q14524,
236,CHEMBL.COMPOUND:CHEMBL3414621,UniProtKB:Q15910,DB12887
237,CHEMBL.COMPOUND:CHEMBL710,UniProtKB:P31213,DB01216
238,CHEMBL.COMPOUND:CHEMBL4297598,UniProtKB:P14902,
239,CHEMBL.COMPOUND:CHEMBL1201134,UniProtKB:P51788,DB01046
240,CHEMBL.COMPOUND:CHEMBL1616951,UniProtKB:P08235,DB09015
241,CHEMBL.COMPOUND:CHEMBL218166,UniProtKB:P14416,DB04888
242,CHEMBL.COMPOUND:CHEMBL218166,UniProtKB:P08908,DB04888
243,CHEMBL.COMPOUND:CHEMBL2111084,UniProtKB:P11387,DB12459
244,CHEMBL.COMPOUND:CHEMBL2146140,UniProtKB:P20648,
245,CHEMBL.COMPOUND:CHEMBL1237080,UniProtKB:P46098,
246,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q9BQE3,DB12882
247,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q3ZCM7,DB12882
248,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:P68366,DB12882
249,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:P68363,DB12882
250,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q9BVA1,DB12882
251,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q6PEY2,DB12882
252,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:P04350,DB12882
253,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q13885,DB12882
254,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:P68371,DB12882
255,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:P07437,DB12882
256,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q71U36,DB12882
257,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:P0DPH7,DB12882
258,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q9H4B7,DB12882
259,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q13509,DB12882
260,CHEMBL.COMPOUND:CHEMBL572284,UniProtKB:Q9BUF5,DB12882
261,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P42575,DB05408
262,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P55210,DB05408
263,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P55211,DB05408
264,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:Q6UXS9,DB05408
265,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:Q92851,DB05408
266,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P51878,DB05408
267,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P42574,DB05408
268,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P49662,DB05408
269,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P31944,DB05408
270,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P29466,DB05408
271,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:Q14790,DB05408
272,CHEMBL.COMPOUND:CHEMBL197672,UniProtKB:P55212,DB05408
273,CHEMBL.COMPOUND:CHEMBL1680,UniProtKB:P32745,DB00104
274,CHEMBL.COMPOUND:CHEMBL1680,UniProtKB:P30872,DB00104
275,CHEMBL.COMPOUND:CHEMBL1680,UniProtKB:P31391,DB00104
276,CHEMBL.COMPOUND:CHEMBL1680,UniProtKB:P35346,DB00104
277,CHEMBL.COMPOUND:CHEMBL1680,UniProtKB:P30874,DB00104
278,CHEMBL.COMPOUND:CHEMBL709,UniProtKB:P25100,DB00346
279,CHEMBL.COMPOUND:CHEMBL709,UniProtKB:P35348,DB00346
280,CHEMBL.COMPOUND:CHEMBL709,UniProtKB:P35368,DB00346
281,CHEMBL.COMPOUND:CHEMBL3185463,UniProtKB:P28222,
282,CHEMBL.COMPOUND:CHEMBL3185463,UniProtKB:P28221,
283,CHEMBL.COMPOUND:CHEMBL219410,UniProtKB:P62942,
284,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:Q3ZCM7,DB08871
285,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:Q9BVA1,DB08871
286,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:P04350,DB08871
287,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:Q13885,DB08871
288,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:P68371,DB08871
289,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:P07437,DB08871
290,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:Q9H4B7,DB08871
291,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:Q13509,DB08871
292,CHEMBL.COMPOUND:CHEMBL1683590,UniProtKB:Q9BUF5,DB08871
293,CHEMBL.COMPOUND:CHEMBL48582,UniProtKB:P27338,
294,CHEMBL.COMPOUND:CHEMBL48582,UniProtKB:P27338,
295,CHEMBL.COMPOUND:CHEMBL517712,UniProtKB:P20309,DB00572
296,CHEMBL.COMPOUND:CHEMBL517712,UniProtKB:P08172,DB00572
297,CHEMBL.COMPOUND:CHEMBL517712,UniProtKB:P11229,DB00572
298,CHEMBL.COMPOUND:CHEMBL607,UniProtKB:P35372,DB00454
299,CHEMBL.COMPOUND:CHEMBL1589,UniProtKB:Q14654,DB00414
300,CHEMBL.COMPOUND:CHEMBL1589,UniProtKB:Q09428,DB00414
301,CHEMBL.COMPOUND:CHEMBL2105717,UniProtKB:P08581,DB08875
302,CHEMBL.COMPOUND:CHEMBL2105717,UniProtKB:P35968,DB08875
303,CHEMBL.COMPOUND:CHEMBL1580,UniProtKB:P00813,DB00552
304,CHEMBL.COMPOUND:CHEMBL1198855,UniProtKB:P41180,DB05255
305,CHEMBL.COMPOUND:CHEMBL228814,UniProtKB:P52732,DB06188
306,CHEMBL.COMPOUND:CHEMBL3989724,UniProtKB:P14867,
307,CHEMBL.COMPOUND:CHEMBL3989724,UniProtKB:P47869,
308,CHEMBL.COMPOUND:CHEMBL3989724,UniProtKB:P31644,
309,CHEMBL.COMPOUND:CHEMBL3989724,UniProtKB:Q99928,
310,CHEMBL.COMPOUND:CHEMBL3989724,UniProtKB:P18507,
311,CHEMBL.COMPOUND:CHEMBL3989724,UniProtKB:Q8N1C3,
312,CHEMBL.COMPOUND:CHEMBL3989724,UniProtKB:P34903,
313,CHEMBL.COMPOUND:CHEMBL3936761,UniProtKB:Q06187,DB15035
314,CHEMBL.COMPOUND:CHEMBL3545043,UniProtKB:Q13258,
315,CHEMBL.COMPOUND:CHEMBL554,UniProtKB:P04626,DB01259
316,CHEMBL.COMPOUND:CHEMBL554,UniProtKB:P00533,DB01259
317,CHEMBL.COMPOUND:CHEMBL3989559,UniProtKB:P20648,
318,CHEMBL.COMPOUND:CHEMBL314854,UniProtKB:P21453,DB08868
319,CHEMBL.COMPOUND:CHEMBL314854,UniProtKB:Q99500,DB08868
320,CHEMBL.COMPOUND:CHEMBL314854,UniProtKB:Q9H228,DB08868
321,CHEMBL.COMPOUND:CHEMBL314854,UniProtKB:O95136,DB08868
322,CHEMBL.COMPOUND:CHEMBL314854,UniProtKB:O95977,DB08868
323,CHEMBL.COMPOUND:CHEMBL2105662,UniProtKB:P55157,
324,CHEMBL.COMPOUND:CHEMBL573677,UniProtKB:Q13133,
325,CHEMBL.COMPOUND:CHEMBL573677,UniProtKB:P55055,
326,CHEMBL.COMPOUND:CHEMBL82301,UniProtKB:P51681,DB06652
327,CHEMBL.COMPOUND:CHEMBL3545065,UniProtKB:Q13464,
328,CHEMBL.COMPOUND:CHEMBL3545065,UniProtKB:O75116,
329,CHEMBL.COMPOUND:CHEMBL13817,UniProtKB:Q92847,
330,CHEMBL.COMPOUND:CHEMBL591118,UniProtKB:P27487,DB12268
331,CHEMBL.COMPOUND:CHEMBL3039515,UniProtKB:Q12908,DB12486
332,CHEMBL.COMPOUND:CHEMBL1200976,UniProtKB:P11388,
333,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P17948,
334,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P07949,
335,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P16234,
336,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P36888,
337,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P10721,
338,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P09619,
339,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P35916,
340,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P07333,
341,CHEMBL.COMPOUND:CHEMBL1567,UniProtKB:P35968,
