DrugBank ID,First letter ATC Codes
DB01802,No ATC Code
DB01803,No ATC Code
DB01804,No ATC Code
DB01805,No ATC Code
DB01806,No ATC Code
DB01807,No ATC Code
DB01808,No ATC Code
DB01809,No ATC Code
DB01810,No ATC Code
DB01811,No ATC Code
DB01812,No ATC Code
DB01813,No ATC Code
DB01814,No ATC Code
DB01815,No ATC Code
DB01816,No ATC Code
DB01817,No ATC Code
DB01818,No ATC Code
DB01819,No ATC Code
DB01820,No ATC Code
DB01821,No ATC Code
DB01822,No ATC Code
DB01823,No ATC Code
DB01824,No ATC Code
DB01825,No ATC Code
DB01826,No ATC Code
DB01827,No ATC Code
DB01828,No ATC Code
DB01829,No ATC Code
DB01830,No ATC Code
DB01831,No ATC Code
DB01832,No ATC Code
DB01833,No ATC Code
DB01834,No ATC Code
DB01835,No ATC Code
DB01836,No ATC Code
DB01837,No ATC Code
DB01838,No ATC Code
DB01839,No ATC Code
DB01840,No ATC Code
DB01841,No ATC Code
DB01842,No ATC Code
DB01843,No ATC Code
DB01844,No ATC Code
DB01846,No ATC Code
DB01847,No ATC Code
DB01849,No ATC Code
DB01850,No ATC Code
DB01851,No ATC Code
DB01852,No ATC Code
DB01853,No ATC Code
DB01854,No ATC Code
DB01855,No ATC Code
DB01856,No ATC Code
DB01857,No ATC Code
DB01858,No ATC Code
DB01859,No ATC Code
DB01860,No ATC Code
DB01861,No ATC Code
DB01862,No ATC Code
DB01863,No ATC Code
DB01864,No ATC Code
DB01865,No ATC Code
DB01866,No ATC Code
DB01868,No ATC Code
DB01870,No ATC Code
DB01871,No ATC Code
DB01872,No ATC Code
DB01873,No ATC Code
DB01874,No ATC Code
DB01875,No ATC Code
DB01876,No ATC Code
DB01877,No ATC Code
DB01878,No ATC Code
DB01879,No ATC Code
DB01880,No ATC Code
DB01881,No ATC Code
DB01882,No ATC Code
DB01883,No ATC Code
DB01884,No ATC Code
DB01885,No ATC Code
DB01887,No ATC Code
DB01888,No ATC Code
DB01889,No ATC Code
DB01890,No ATC Code
DB01891,No ATC Code
DB01892,No ATC Code
DB01893,No ATC Code
DB01895,No ATC Code
DB01896,No ATC Code
DB01897,No ATC Code
DB01898,No ATC Code
DB01899,No ATC Code
DB01901,No ATC Code
DB01902,No ATC Code
DB01903,No ATC Code
DB01905,No ATC Code
DB01906,No ATC Code
DB01908,No ATC Code
DB01909,No ATC Code
DB01910,No ATC Code
DB01911,No ATC Code
DB01912,No ATC Code
DB01914,No ATC Code
DB01915,No ATC Code
DB01917,No ATC Code
DB01918,No ATC Code
DB01919,No ATC Code
DB01920,No ATC Code
DB01921,No ATC Code
DB01922,No ATC Code
DB01923,No ATC Code
DB01924,No ATC Code
DB01925,No ATC Code
DB01926,No ATC Code
DB01927,No ATC Code
DB01929,No ATC Code
DB01930,No ATC Code
DB01931,No ATC Code
DB01932,No ATC Code
DB01933,No ATC Code
DB01934,No ATC Code
DB01935,No ATC Code
DB01936,No ATC Code
DB01937,No ATC Code
DB01938,No ATC Code
DB01939,No ATC Code
DB01940,No ATC Code
DB01941,No ATC Code
DB01942,No ATC Code
DB01944,No ATC Code
DB01945,No ATC Code
DB01946,No ATC Code
DB01947,No ATC Code
DB01948,No ATC Code
DB01949,No ATC Code
DB01950,No ATC Code
DB01951,No ATC Code
DB01952,No ATC Code
DB01953,No ATC Code
DB01954,No ATC Code
DB01955,No ATC Code
DB01956,No ATC Code
DB01957,No ATC Code
DB01958,No ATC Code
DB01959,No ATC Code
DB01960,No ATC Code
DB01961,No ATC Code
DB01962,No ATC Code
DB01963,No ATC Code
DB01964,No ATC Code
DB01965,No ATC Code
DB01966,No ATC Code
DB01967,No ATC Code
DB01968,No ATC Code
DB01969,No ATC Code
DB01970,No ATC Code
DB01971,No ATC Code
DB01972,No ATC Code
DB01973,No ATC Code
DB01974,No ATC Code
DB01975,No ATC Code
DB01976,No ATC Code
DB01977,No ATC Code
DB01978,No ATC Code
DB01979,No ATC Code
DB01980,No ATC Code
DB01981,No ATC Code
DB01982,No ATC Code
DB01983,No ATC Code
DB01984,No ATC Code
DB01985,No ATC Code
DB01986,No ATC Code
DB01987,No ATC Code
DB01988,No ATC Code
DB01989,No ATC Code
DB01990,No ATC Code
DB01991,No ATC Code
DB01992,No ATC Code
DB01993,No ATC Code
DB01994,No ATC Code
DB01995,No ATC Code
DB01996,No ATC Code
DB01997,No ATC Code
DB01998,No ATC Code
DB01999,No ATC Code
DB02001,No ATC Code
DB02002,No ATC Code
DB02004,No ATC Code
DB02005,No ATC Code
DB02006,No ATC Code
DB02007,No ATC Code
DB02008,No ATC Code
DB02009,No ATC Code
DB02010,No ATC Code
DB02011,No ATC Code
DB02013,No ATC Code
DB02014,No ATC Code
DB02015,No ATC Code
DB02016,No ATC Code
DB02017,No ATC Code
DB02018,No ATC Code
DB02019,No ATC Code
DB02020,No ATC Code
DB02021,No ATC Code
DB02022,No ATC Code
DB02023,No ATC Code
DB02024,No ATC Code
DB02025,No ATC Code
DB02026,No ATC Code
DB02027,No ATC Code
DB02028,No ATC Code
DB02029,No ATC Code
DB02030,No ATC Code
DB02031,No ATC Code
DB02032,No ATC Code
DB02033,No ATC Code
DB02034,No ATC Code
DB02035,No ATC Code
DB02036,No ATC Code
DB02037,No ATC Code
DB02038,No ATC Code
DB02039,No ATC Code
DB02041,No ATC Code
DB02042,No ATC Code
DB02043,No ATC Code
DB02044,No ATC Code
DB02045,No ATC Code
DB02046,No ATC Code
DB02047,No ATC Code
DB02048,No ATC Code
DB02049,No ATC Code
DB02051,No ATC Code
DB02052,No ATC Code
DB02053,No ATC Code
DB02054,No ATC Code
DB02055,No ATC Code
DB02056,No ATC Code
DB02057,No ATC Code
DB02058,No ATC Code
DB02059,No ATC Code
DB02060,No ATC Code
DB02061,No ATC Code
DB02062,No ATC Code
DB02063,No ATC Code
DB02065,No ATC Code
DB02066,No ATC Code
DB02067,No ATC Code
DB02068,No ATC Code
DB02069,No ATC Code
DB02070,No ATC Code
DB02071,No ATC Code
DB02072,No ATC Code
DB02073,No ATC Code
DB02074,No ATC Code
DB02075,No ATC Code
DB02076,No ATC Code
DB02077,No ATC Code
DB02078,No ATC Code
DB02079,No ATC Code
DB02080,No ATC Code
DB02081,No ATC Code
DB02082,No ATC Code
DB02083,No ATC Code
DB02084,No ATC Code
DB02085,No ATC Code
DB02086,No ATC Code
DB02087,No ATC Code
DB02088,No ATC Code
DB02089,No ATC Code
DB02090,No ATC Code
DB02091,No ATC Code
DB02092,No ATC Code
DB02093,No ATC Code
DB02094,No ATC Code
DB02095,No ATC Code
DB02096,No ATC Code
DB02097,No ATC Code
DB02098,No ATC Code
DB02099,No ATC Code
DB02100,No ATC Code
DB02101,No ATC Code
DB02102,No ATC Code
DB02103,No ATC Code
DB02104,No ATC Code
DB02105,No ATC Code
DB02106,No ATC Code
DB02107,No ATC Code
DB02108,No ATC Code
DB02109,No ATC Code
DB02110,No ATC Code
DB02111,No ATC Code
DB02112,No ATC Code
DB02113,No ATC Code
DB02114,No ATC Code
DB02115,No ATC Code
DB02116,No ATC Code
DB02118,No ATC Code
DB02119,No ATC Code
DB02120,No ATC Code
DB02121,No ATC Code
DB02122,No ATC Code
DB02123,No ATC Code
DB02124,No ATC Code
DB02125,No ATC Code
DB02126,No ATC Code
DB02127,No ATC Code
DB02128,No ATC Code
DB02129,No ATC Code
DB02130,No ATC Code
DB02131,No ATC Code
DB02132,No ATC Code
DB02133,No ATC Code
DB02134,No ATC Code
DB02135,No ATC Code
DB02136,No ATC Code
DB02137,No ATC Code
DB02138,No ATC Code
DB02139,No ATC Code
DB02140,No ATC Code
DB02141,No ATC Code
DB02142,No ATC Code
DB02143,No ATC Code
DB02144,No ATC Code
DB02145,No ATC Code
DB02146,No ATC Code
DB02147,No ATC Code
DB02148,No ATC Code
DB02151,No ATC Code
DB02152,No ATC Code
DB02153,No ATC Code
DB02154,No ATC Code
DB02155,No ATC Code
DB02156,No ATC Code
DB02158,No ATC Code
DB02159,No ATC Code
DB02160,No ATC Code
DB02161,No ATC Code
DB02162,No ATC Code
DB02163,No ATC Code
DB02164,No ATC Code
DB02165,No ATC Code
DB02166,No ATC Code
DB02167,No ATC Code
DB02168,No ATC Code
DB02169,No ATC Code
DB02170,No ATC Code
DB02172,No ATC Code
DB02173,No ATC Code
DB02174,No ATC Code
DB02175,No ATC Code
DB02176,No ATC Code
DB02177,No ATC Code
DB02178,No ATC Code
DB02179,No ATC Code
DB02180,No ATC Code
DB02181,No ATC Code
DB02182,No ATC Code
DB02183,No ATC Code
DB02184,No ATC Code
DB02185,No ATC Code
DB02186,No ATC Code
DB02187,No ATC Code
DB02188,No ATC Code
DB02189,No ATC Code
DB02190,No ATC Code
DB02191,No ATC Code
DB02192,No ATC Code
DB02194,No ATC Code
DB02195,No ATC Code
DB02196,No ATC Code
DB02197,No ATC Code
DB02198,No ATC Code
DB02199,No ATC Code
DB02200,No ATC Code
DB02201,No ATC Code
DB02202,No ATC Code
DB02203,No ATC Code
DB02205,No ATC Code
DB02207,No ATC Code
DB02209,No ATC Code
DB02210,No ATC Code
DB02211,No ATC Code
DB02213,No ATC Code
DB02214,No ATC Code
DB02215,No ATC Code
DB02216,No ATC Code
DB02217,No ATC Code
DB02218,No ATC Code
DB02219,No ATC Code
DB02220,No ATC Code
DB02221,No ATC Code
DB02222,No ATC Code
DB02223,No ATC Code
DB02224,No ATC Code
DB02225,No ATC Code
DB02226,No ATC Code
DB02227,No ATC Code
DB02228,No ATC Code
DB02229,No ATC Code
DB02230,No ATC Code
DB02232,No ATC Code
DB02233,No ATC Code
DB02234,No ATC Code
DB02235,No ATC Code
DB02236,No ATC Code
DB02237,No ATC Code
DB02238,No ATC Code
DB02239,No ATC Code
DB02240,No ATC Code
DB02241,No ATC Code
DB02242,No ATC Code
DB02243,No ATC Code
DB02245,No ATC Code
DB02247,No ATC Code
DB02248,No ATC Code
DB02249,No ATC Code
DB02251,No ATC Code
DB02252,No ATC Code
DB02253,No ATC Code
DB02254,No ATC Code
DB02255,No ATC Code
DB02256,No ATC Code
DB02257,No ATC Code
DB02258,No ATC Code
DB02259,No ATC Code
DB02260,No ATC Code
DB02261,No ATC Code
DB02262,No ATC Code
DB02263,No ATC Code
DB02264,No ATC Code
DB02265,No ATC Code
DB02266,M
DB02267,No ATC Code
DB02268,No ATC Code
DB02269,No ATC Code
DB02270,No ATC Code
DB02271,No ATC Code
DB02272,No ATC Code
DB02273,No ATC Code
DB02274,No ATC Code
DB02275,No ATC Code
DB02276,No ATC Code
DB02277,No ATC Code
DB02278,No ATC Code
DB02279,No ATC Code
DB02280,No ATC Code
DB02281,No ATC Code
DB02282,No ATC Code
DB02283,No ATC Code
DB02285,No ATC Code
DB02286,No ATC Code
DB02287,No ATC Code
DB02288,No ATC Code
DB02289,No ATC Code
DB02290,No ATC Code
DB02292,No ATC Code
DB02293,No ATC Code
DB02294,No ATC Code
DB02295,No ATC Code
DB02296,No ATC Code
DB02297,No ATC Code
DB02298,No ATC Code
DB02299,No ATC Code
DB02300,D
DB02301,No ATC Code
DB02302,No ATC Code
DB02303,No ATC Code
DB02304,No ATC Code
DB02305,No ATC Code
DB02306,No ATC Code
DB02307,No ATC Code
DB02308,No ATC Code
DB02309,No ATC Code
DB02310,No ATC Code
DB02311,No ATC Code
DB02312,No ATC Code
DB02313,No ATC Code
DB02314,No ATC Code
DB02315,No ATC Code
DB02316,No ATC Code
DB02317,No ATC Code
DB02318,No ATC Code
DB02319,No ATC Code
DB02320,No ATC Code
DB02321,No ATC Code
DB02322,No ATC Code
DB02323,No ATC Code
DB02324,No ATC Code
DB02325,D
DB02326,No ATC Code
DB02327,No ATC Code
DB02328,No ATC Code
DB02329,A
DB02331,No ATC Code
DB02332,No ATC Code
DB02333,No ATC Code
DB02334,No ATC Code
DB02335,No ATC Code
DB02336,No ATC Code
DB02337,No ATC Code
DB02338,No ATC Code
DB02339,No ATC Code
DB02340,No ATC Code
DB02341,No ATC Code
DB02342,No ATC Code
DB02343,No ATC Code
DB02345,No ATC Code
DB02346,No ATC Code
DB02347,No ATC Code
DB02348,No ATC Code
DB02349,No ATC Code
DB02350,No ATC Code
DB02352,No ATC Code
DB02353,No ATC Code
DB02354,No ATC Code
DB02355,No ATC Code
DB02356,No ATC Code
DB02357,No ATC Code
DB02358,No ATC Code
DB02359,No ATC Code
DB02360,No ATC Code
DB02361,No ATC Code
DB02362,D
DB02363,No ATC Code
DB02364,No ATC Code
DB02365,No ATC Code
DB02366,No ATC Code
DB02367,No ATC Code
DB02368,No ATC Code
DB02369,No ATC Code
DB02370,No ATC Code
DB02371,No ATC Code
DB02372,No ATC Code
DB02373,No ATC Code
DB02374,No ATC Code
DB02375,No ATC Code
DB02376,No ATC Code
DB02377,No ATC Code
DB02378,No ATC Code
DB02379,No ATC Code
DB02380,No ATC Code
DB02381,No ATC Code
DB02382,No ATC Code
DB02383,A
DB02384,No ATC Code
DB02385,No ATC Code
DB02386,No ATC Code
DB02388,No ATC Code
DB02390,No ATC Code
DB02391,No ATC Code
DB02393,No ATC Code
DB02394,No ATC Code
DB02395,No ATC Code
DB02396,No ATC Code
DB02397,No ATC Code
DB02398,No ATC Code
DB02399,No ATC Code
DB02400,No ATC Code
DB02401,No ATC Code
DB02402,No ATC Code
DB02403,No ATC Code
DB02404,No ATC Code
DB02405,No ATC Code
DB02406,No ATC Code
DB02407,No ATC Code
DB02408,No ATC Code
DB02409,No ATC Code
DB02410,No ATC Code
DB02411,No ATC Code
DB02412,No ATC Code
DB02413,No ATC Code
DB02414,No ATC Code
DB02415,No ATC Code
DB02416,No ATC Code
DB02417,No ATC Code
DB02418,No ATC Code
DB02419,No ATC Code
DB02420,No ATC Code
DB02421,No ATC Code
DB02422,No ATC Code
DB02423,No ATC Code
DB02424,No ATC Code
DB02425,No ATC Code
DB02426,No ATC Code
DB02427,No ATC Code
DB02428,No ATC Code
DB02429,No ATC Code
DB02430,No ATC Code
DB02431,No ATC Code
DB02432,No ATC Code
DB02433,No ATC Code
DB02434,No ATC Code
DB02435,No ATC Code
DB02436,No ATC Code
DB02437,No ATC Code
DB02438,No ATC Code
DB02441,No ATC Code
DB02442,No ATC Code
DB02443,No ATC Code
DB02445,No ATC Code
DB02446,No ATC Code
DB02447,No ATC Code
DB02448,No ATC Code
DB02449,No ATC Code
DB02450,No ATC Code
DB02451,No ATC Code
DB02452,No ATC Code
DB02453,No ATC Code
DB02454,No ATC Code
DB02455,No ATC Code
DB02456,No ATC Code
DB02457,No ATC Code
DB02458,No ATC Code
DB02459,No ATC Code
DB02460,No ATC Code
DB02461,No ATC Code
DB02462,No ATC Code
DB02463,No ATC Code
DB02464,No ATC Code
DB02465,No ATC Code
DB02466,No ATC Code
DB02467,No ATC Code
DB02468,No ATC Code
DB02469,No ATC Code
DB02470,No ATC Code
DB02471,No ATC Code
DB02472,No ATC Code
DB02473,No ATC Code
DB02474,No ATC Code
DB02475,No ATC Code
DB02477,No ATC Code
DB02479,No ATC Code
DB02480,No ATC Code
DB02481,No ATC Code
DB02482,No ATC Code
DB02483,No ATC Code
DB02484,No ATC Code
DB02485,No ATC Code
DB02486,No ATC Code
DB02488,No ATC Code
DB02489,No ATC Code
DB02490,No ATC Code
DB02491,No ATC Code
DB02492,No ATC Code
DB02493,No ATC Code
DB02494,No ATC Code
DB02495,No ATC Code
DB02496,No ATC Code
DB02497,No ATC Code
DB02498,No ATC Code
DB02499,No ATC Code
DB02500,No ATC Code
DB02501,No ATC Code
DB02502,No ATC Code
DB02503,No ATC Code
DB02504,No ATC Code
DB02505,No ATC Code
DB02506,No ATC Code
DB02508,No ATC Code
DB02509,No ATC Code
DB02510,No ATC Code
DB02511,No ATC Code
DB02512,No ATC Code
DB02513,No ATC Code
DB02514,No ATC Code
DB02515,No ATC Code
DB02516,No ATC Code
DB02517,No ATC Code
DB02518,No ATC Code
DB02519,No ATC Code
DB02520,No ATC Code
DB02521,No ATC Code
DB02522,No ATC Code
DB02523,No ATC Code
DB02524,No ATC Code
DB02525,No ATC Code
DB02526,No ATC Code
DB02527,No ATC Code
DB02528,No ATC Code
DB02529,No ATC Code
DB02530,No ATC Code
DB02531,No ATC Code
DB02532,No ATC Code
DB02534,No ATC Code
DB02535,No ATC Code
DB02536,No ATC Code
DB02537,No ATC Code
DB02538,No ATC Code
DB02540,No ATC Code
DB02541,No ATC Code
DB02542,No ATC Code
DB02543,No ATC Code
DB02544,No ATC Code
DB02545,No ATC Code
DB02546,L
DB02547,No ATC Code
DB02548,No ATC Code
DB02549,No ATC Code
DB02550,No ATC Code
DB02551,No ATC Code
DB02552,No ATC Code
DB02553,No ATC Code
DB02554,No ATC Code
DB02555,No ATC Code
DB02556,No ATC Code
DB02557,No ATC Code
DB02558,No ATC Code
DB02559,No ATC Code
DB02560,No ATC Code
DB02561,No ATC Code
DB02562,No ATC Code
DB02563,No ATC Code
DB02565,No ATC Code
DB02566,No ATC Code
DB02567,No ATC Code
DB02568,No ATC Code
DB02569,No ATC Code
DB02570,No ATC Code
DB02571,No ATC Code
DB02572,No ATC Code
DB02573,No ATC Code
DB02574,No ATC Code
DB02576,No ATC Code
DB02577,No ATC Code
DB02578,No ATC Code
DB02579,No ATC Code
DB02580,No ATC Code
DB02581,No ATC Code
DB02582,No ATC Code
DB02583,No ATC Code
DB02585,No ATC Code
DB02586,No ATC Code
DB02587,No ATC Code
DB02588,No ATC Code
DB02589,No ATC Code
DB02590,No ATC Code
DB02591,No ATC Code
DB02592,No ATC Code
DB02593,No ATC Code
DB02594,No ATC Code
DB02595,No ATC Code
DB02596,No ATC Code
DB02597,No ATC Code
DB02598,No ATC Code
DB02599,No ATC Code
DB02600,No ATC Code
DB02601,No ATC Code
DB02602,No ATC Code
DB02603,No ATC Code
DB02604,No ATC Code
DB02606,No ATC Code
DB02607,No ATC Code
DB02608,No ATC Code
DB02609,No ATC Code
DB02610,No ATC Code
DB02611,No ATC Code
DB02613,No ATC Code
DB02614,No ATC Code
DB02615,No ATC Code
DB02616,No ATC Code
DB02617,No ATC Code
DB02618,No ATC Code
DB02619,No ATC Code
DB02620,No ATC Code
DB02621,No ATC Code
DB02622,No ATC Code
DB02623,No ATC Code
DB02624,No ATC Code
DB02625,No ATC Code
DB02626,No ATC Code
DB02627,No ATC Code
DB02628,No ATC Code
DB02629,No ATC Code
DB02630,No ATC Code
DB02632,No ATC Code
DB02633,No ATC Code
DB02635,No ATC Code
DB02636,No ATC Code
DB02637,No ATC Code
DB02638,H
DB02639,No ATC Code
DB02640,P
DB02641,No ATC Code
DB02642,No ATC Code
DB02643,No ATC Code
DB02644,No ATC Code
DB02645,No ATC Code
DB02646,No ATC Code
DB02647,No ATC Code
DB02648,No ATC Code
DB02649,No ATC Code
DB02650,No ATC Code
DB02651,No ATC Code
DB02652,No ATC Code
DB02654,No ATC Code
DB02655,No ATC Code
DB02656,No ATC Code
DB02657,No ATC Code
DB02658,No ATC Code
DB02659,A
DB02660,No ATC Code
DB02661,No ATC Code
DB02662,No ATC Code
DB02663,No ATC Code
DB02664,No ATC Code
DB02665,No ATC Code
DB02666,No ATC Code
DB02667,No ATC Code
DB02668,No ATC Code
DB02669,No ATC Code
DB02670,No ATC Code
DB02671,No ATC Code
DB02673,No ATC Code
DB02674,No ATC Code
DB02675,No ATC Code
DB02676,No ATC Code
DB02677,No ATC Code
DB02678,No ATC Code
DB02679,No ATC Code
DB02680,No ATC Code
DB02681,No ATC Code
DB02683,No ATC Code
DB02684,No ATC Code
DB02685,No ATC Code
DB02686,No ATC Code
DB02688,No ATC Code
DB02689,No ATC Code
DB02690,No ATC Code
DB02691,No ATC Code
DB02693,No ATC Code
DB02694,No ATC Code
DB02695,No ATC Code
DB02696,No ATC Code
DB02697,No ATC Code
DB02698,No ATC Code
DB02699,No ATC Code
DB02700,No ATC Code
DB02701,A
DB02702,No ATC Code
DB02703,S
DB02704,No ATC Code
DB02705,No ATC Code
DB02706,No ATC Code
DB02707,No ATC Code
DB02709,No ATC Code
DB02710,No ATC Code
DB02711,No ATC Code
DB02712,No ATC Code
DB02713,No ATC Code
DB02714,No ATC Code
DB02715,No ATC Code
DB02716,No ATC Code
DB02717,No ATC Code
DB02719,No ATC Code
DB02720,No ATC Code
DB02721,No ATC Code
DB02722,No ATC Code
DB02723,No ATC Code
DB02724,No ATC Code
DB02725,No ATC Code
DB02726,No ATC Code
DB02727,No ATC Code
DB02728,No ATC Code
DB02729,No ATC Code
DB02730,No ATC Code
DB02731,No ATC Code
DB02732,No ATC Code
DB02733,No ATC Code
DB02734,No ATC Code
DB02735,No ATC Code
DB02736,No ATC Code
DB02738,No ATC Code
DB02740,No ATC Code
DB02741,No ATC Code
DB02742,No ATC Code
DB02743,No ATC Code
DB02744,No ATC Code
DB02745,No ATC Code
DB02746,No ATC Code
DB02747,No ATC Code
DB02749,No ATC Code
DB02750,No ATC Code
DB02751,No ATC Code
DB02752,No ATC Code
DB02753,No ATC Code
DB02754,No ATC Code
DB02755,No ATC Code
DB02756,No ATC Code
DB02757,No ATC Code
DB02758,No ATC Code
DB02759,No ATC Code
DB02760,No ATC Code
DB02761,No ATC Code
DB02762,No ATC Code
DB02763,No ATC Code
DB02765,No ATC Code
DB02766,No ATC Code
DB02767,No ATC Code
DB02768,No ATC Code
DB02770,No ATC Code
DB02772,No ATC Code
DB02773,No ATC Code
DB02774,No ATC Code
DB02776,No ATC Code
DB02777,No ATC Code
DB02778,No ATC Code
DB02779,No ATC Code
DB02780,No ATC Code
DB02781,No ATC Code
DB02783,No ATC Code
DB02784,No ATC Code
DB02785,No ATC Code
DB02786,No ATC Code
DB02787,No ATC Code
DB02788,No ATC Code
DB02789,No ATC Code
DB02790,No ATC Code
DB02792,No ATC Code
DB02793,No ATC Code
DB02794,No ATC Code
DB02795,No ATC Code
DB02796,No ATC Code
DB02797,No ATC Code
DB02798,No ATC Code
DB02799,No ATC Code
DB02800,No ATC Code
DB02801,No ATC Code
DB02802,No ATC Code
DB02803,No ATC Code
DB02804,No ATC Code
DB02805,No ATC Code
DB02806,No ATC Code
DB02807,No ATC Code
DB02808,No ATC Code
DB02809,No ATC Code
DB02810,No ATC Code
DB02811,No ATC Code
DB02812,No ATC Code
DB02813,No ATC Code
DB02814,No ATC Code
DB02816,No ATC Code
DB02817,No ATC Code
DB02818,No ATC Code
DB02819,No ATC Code
DB02820,No ATC Code
DB02821,No ATC Code
DB02822,No ATC Code
DB02823,No ATC Code
DB02824,No ATC Code
DB02825,No ATC Code
DB02827,No ATC Code
DB02828,No ATC Code
DB02829,No ATC Code
DB02830,No ATC Code
DB02831,No ATC Code
DB02832,No ATC Code
DB02833,No ATC Code
DB02834,No ATC Code
DB02835,No ATC Code
DB02836,No ATC Code
DB02837,No ATC Code
DB02838,No ATC Code
DB02839,No ATC Code
DB02840,No ATC Code
DB02841,No ATC Code
DB02842,No ATC Code
DB02843,No ATC Code
DB02844,No ATC Code
DB02845,No ATC Code
DB02846,No ATC Code
DB02847,No ATC Code
DB02848,No ATC Code
DB02849,No ATC Code
DB02850,No ATC Code
DB02851,No ATC Code
DB02852,No ATC Code
DB02853,No ATC Code
DB02854,No ATC Code
DB02855,No ATC Code
DB02856,No ATC Code
DB02857,No ATC Code
DB02858,No ATC Code
DB02859,No ATC Code
DB02860,No ATC Code
DB02861,No ATC Code
DB02862,No ATC Code
DB02864,No ATC Code
DB02865,No ATC Code
DB02866,No ATC Code
DB02867,No ATC Code
DB02868,No ATC Code
DB02869,No ATC Code
DB02870,No ATC Code
DB02871,No ATC Code
DB02872,No ATC Code
DB02873,No ATC Code
DB02875,No ATC Code
DB02876,No ATC Code
DB02877,No ATC Code
DB02878,No ATC Code
DB02879,No ATC Code
DB02880,No ATC Code
DB02881,No ATC Code
DB02882,No ATC Code
DB02883,No ATC Code
DB02884,No ATC Code
DB02885,No ATC Code
DB02887,No ATC Code
DB02888,No ATC Code
DB02889,No ATC Code
DB02890,No ATC Code
DB02891,No ATC Code
DB02892,No ATC Code
DB02893,No ATC Code
DB02894,No ATC Code
DB02895,No ATC Code
DB02896,No ATC Code
DB02897,No ATC Code
DB02898,No ATC Code
DB02899,No ATC Code
DB02900,No ATC Code
DB02901,A
DB02902,No ATC Code
DB02903,No ATC Code
DB02904,No ATC Code
DB02905,No ATC Code
DB02906,No ATC Code
DB02907,No ATC Code
DB02908,No ATC Code
DB02909,No ATC Code
DB02910,No ATC Code
DB02911,No ATC Code
DB02912,No ATC Code
DB02914,No ATC Code
DB02915,No ATC Code
DB02916,No ATC Code
DB02917,No ATC Code
DB02918,No ATC Code
DB02919,No ATC Code
DB02920,No ATC Code
DB02921,No ATC Code
DB02922,No ATC Code
DB02923,No ATC Code
DB02924,No ATC Code
DB02925,C
DB02927,No ATC Code
DB02928,No ATC Code
DB02929,No ATC Code
DB02930,No ATC Code
DB02931,No ATC Code
DB02932,No ATC Code
DB02933,No ATC Code
DB02934,No ATC Code
DB02935,No ATC Code
DB02936,No ATC Code
DB02937,No ATC Code
DB02938,No ATC Code
DB02940,No ATC Code
DB02941,No ATC Code
DB02942,No ATC Code
DB02943,No ATC Code
DB02945,No ATC Code
DB02946,No ATC Code
DB02947,No ATC Code
DB02948,No ATC Code
DB02949,No ATC Code
DB02950,No ATC Code
DB02951,No ATC Code
DB02952,No ATC Code
DB02953,No ATC Code
DB02954,No ATC Code
DB02955,No ATC Code
DB02956,No ATC Code
DB02957,No ATC Code
DB02958,No ATC Code
DB02959,N
DB02960,No ATC Code
DB02961,No ATC Code
DB02962,No ATC Code
DB02963,No ATC Code
DB02964,No ATC Code
DB02965,No ATC Code
DB02966,No ATC Code
DB02967,No ATC Code
DB02968,No ATC Code
DB02969,No ATC Code
DB02970,No ATC Code
DB02971,No ATC Code
DB02972,No ATC Code
DB02973,No ATC Code
DB02974,No ATC Code
DB02975,No ATC Code
DB02976,No ATC Code
DB02977,No ATC Code
DB02978,No ATC Code
DB02979,No ATC Code
DB02980,No ATC Code
DB02981,No ATC Code
DB02982,No ATC Code
DB02983,No ATC Code
DB02984,No ATC Code
DB02985,No ATC Code
DB02986,No ATC Code
DB02987,No ATC Code
DB02988,No ATC Code
DB02989,No ATC Code
DB02990,No ATC Code
DB02991,No ATC Code
DB02992,No ATC Code
DB02993,No ATC Code
DB02994,No ATC Code
DB02995,No ATC Code
DB02996,No ATC Code
DB02998,No ATC Code
DB02999,No ATC Code
DB03000,No ATC Code
DB03001,No ATC Code
DB03002,No ATC Code
DB03003,No ATC Code
DB03004,No ATC Code
DB03005,No ATC Code
DB03006,No ATC Code
DB03007,No ATC Code
DB03008,No ATC Code
DB03009,No ATC Code
DB03010,No ATC Code
DB03011,No ATC Code
DB03012,No ATC Code
DB03013,No ATC Code
DB03015,No ATC Code
DB03016,No ATC Code
DB03017,No ATC Code
DB03018,No ATC Code
DB03019,No ATC Code
DB03020,No ATC Code
DB03021,No ATC Code
DB03022,No ATC Code
DB03023,No ATC Code
DB03024,No ATC Code
DB03025,No ATC Code
DB03026,No ATC Code
DB03028,No ATC Code
DB03030,No ATC Code
DB03031,No ATC Code
DB03032,No ATC Code
DB03033,No ATC Code
DB03034,No ATC Code
DB03035,No ATC Code
DB03037,No ATC Code
DB03038,No ATC Code
DB03039,No ATC Code
DB03040,No ATC Code
DB03041,No ATC Code
DB03042,No ATC Code
DB03043,No ATC Code
DB03044,No ATC Code
DB03045,No ATC Code
DB03046,No ATC Code
DB03047,No ATC Code
DB03048,No ATC Code
DB03049,No ATC Code
DB03051,No ATC Code
DB03052,No ATC Code
DB03053,No ATC Code
DB03054,No ATC Code
DB03056,No ATC Code
DB03057,No ATC Code
DB03058,No ATC Code
DB03059,No ATC Code
DB03060,No ATC Code
DB03061,No ATC Code
